RequestID,RequestInfo,Preparation,Preprocess,Transmissions,Postprocess,Delay,Duration,Bandwidth(Gbps)
158858301550690,1.30761,1.09416,0.020019,68.2945,0.0558,0.000656,68.2934,1.19761
158860067352675,1.32065,1.10255,0.021501,69.3163,0.056556,0.000721,69.3152,1.03246
158861489221732,1.36237,1.12533,0.024181,69.6977,0.057131,0.000692,69.6966,2.20031
158865779994725,1.36375,1.13486,0.023389,71.5061,0.059304,0.000816,71.5049,2.71658
158867487076454,1.34533,1.12589,0.021981,73.8075,0.056984,0.000659,73.8064,1.52371
158870465032295,1.41107,1.156,0.022269,75.6291,0.058404,0.000677,75.628,2.02774
158874667724904,1.45605,1.22557,0.025706,79.7346,0.063249,0.000707,79.7334,2.8209
158876160897129,1.41083,1.18993,0.019883,80.5639,0.058052,0.000685,80.5628,0.761415
158883467374698,1.4521,1.22284,0.026855,83.829,0.061816,0.00072,83.8278,3.049
158885379977323,1.44938,1.21586,0.023856,84.7229,0.058596,0.000706,84.7215,2.65481
158886877343852,1.44051,1.217,0.021542,87.4144,0.057111,0.000722,87.4133,1.16957
158888148217965,1.44456,1.22211,0.020635,89.1074,0.058976,0.000699,89.1063,0.91788
158890744492142,1.47735,1.24477,0.025053,89.9459,0.058495,0.000681,89.9449,1.13665
158892078280815,1.47413,1.25054,0.021724,91.6706,0.057354,0.000727,91.6695,1.44985
158894578086000,1.4843,1.25602,0.02129,92.8355,0.05765,0.000691,92.8344,0.991147
158896629100657,1.51074,1.28849,0.021477,92.6272,0.061961,0.000741,92.6261,0.772626
158898067746930,1.50063,1.26902,0.021509,94.8496,0.05843,0.00072,94.8485,0.431156
158899414118515,1.50125,1.28196,0.02155,94.8121,0.059315,0.000698,94.811,0.970484
158901406412916,1.51622,1.27176,0.020377,94.722,0.056477,0.000825,94.7206,0.647607
158910742933621,1.53678,1.29286,0.020334,94.7198,0.068551,0.000649,94.7186,0.107937
158920096231542,1.57347,1.31204,0.02995,100.28,0.067659,0.000858,100.278,3.87419
158923111936119,1.67087,1.38308,0.028441,106.3,0.065165,0.000721,106.298,3.27007
158926937141368,1.59502,1.356,0.022738,108.116,0.057437,0.000737,108.115,1.04019
158929436946553,1.618,1.34655,0.028137,111.89,0.064245,0.000618,111.889,2.74118
158932209381498,1.63529,1.3555,0.0215,113.343,0.058643,0.000793,113.341,0.992223
158939448750203,1.62622,1.39149,0.025511,117.316,0.059362,0.000738,117.315,2.17868
158943148126332,0.362948,0.316834,0.064198,3.58511,0.18542,0.000555,3.5842,667.465
158945027174525,0.61161,0.523808,0.054129,10.1451,0.195331,0.000636,10.1441,263.046
